"filename","title","description","date","location","author"
"TurtleTears_ZH-CN7370985713","亚苏尼国家公园里的黄头侧颈龟，厄瓜多尔","图片中的小家伙居住在厄瓜多尔亚马逊的亚苏尼国家公园，这个国家公园被认为是地球上最多样化的生态系统之一，也是庆祝一年一度的世界海龟日的好地方。庆祝活动的重点是保护海龟和乌龟，以及它们的栖息地。而你所看到的那些蝴蝶，它们正在舔食黄头侧颈龟脸上的盐和其它矿物质。","2018-05-23","北美洲, 厄瓜多尔, 亚苏尼国家公园"," Pete Oxford/Minden Pictures"
"BklynBrdge_ZH-CN13871214699","1883年在建设中的布鲁克林大桥，美国纽约","直到1883年的这一天布鲁克林大桥开通之前，从布鲁克林到曼哈顿的唯一途径就是乘船。在建造的时候，布鲁克林大桥是当时世界上最长的悬索桥。它最初被称为东河大桥或者纽约与布鲁克林大桥，但最终它的名字被确定为布鲁克林大桥。布鲁克林大桥启用后，它已成为纽约天际线不可或缺的一部分。","2018-05-24","北美洲, 美国, 纽约"," World History Archive/Alamy"
"WineDay_ZH-CN9852912150","皮利附近的葡萄庄园，瑞士沃州","今天是一年一度的全国葡萄酒日，这是一场远近闻名的葡萄酒盛会。为了庆祝这一节日，我们来到瑞士沃州的葡萄庄园，它位于靠近法国边境的日内瓦湖畔。法国、意大利和西班牙是世界顶级葡萄酒生产国，但如今美国也成为主要的酿酒国家，这主要归功于加州，大约90%的美国葡萄酒都诞生于加州。","2018-05-25","欧洲, 瑞士, 皮利"," Gallery Stock"
"SallyRideEarthKAM_ZH-CN12897817240","位于国际空间站的Sally Ride EarthKAM由中学生编写程序后拍摄了撒哈拉沙漠的部分图像，非洲","这张遥远的撒哈拉沙漠的照片，是从太空中通过国际空间站的Sally Ride EarthKAM拍摄的。作为Sally Ride建立的教育项目的一部分，EarthKAM由中学生远程编程。Sally Ride是美国首位进行太空旅行的女性，她第一次太空旅行是在1983年。今天是她的生日，我们应该记住她留下的遗产。","2018-05-26","欧洲"," NASA"
"TSSSF_ZH-CN12002715124","金门大桥，美国旧金山","自从1937年的今天通车以来，金门大桥已经成为了旧金山的标志。旧金山是一个以改造而闻名的城市，在1906年毁灭性的地震和火灾之后重建了自己，后来在20世纪60年代成为嬉皮文化的发源地，之后又变成了硅谷的城市中心。金门大桥也见证了旧金山的过去与现在。","2018-05-27","北美洲, 美国, 旧金山"," RICOWde/Getty Images"
"AsiaticElephant_ZH-CN12232084520","吉姆·科比特国家公园里的亚洲象，印度","壁纸中的这些亚洲象位于印度吉姆·科比特国家公园，它们是亚洲哺乳动物中体积最大的，长达1米多的象牙，是雄象上颌突出口外的门齿，也是强有力的防卫武器。它们的寿命较长，一般可以活到65～70岁。现在野生亚洲象的数量十分稀少，它们屡遭捕杀，破坏十分严重。","2018-05-28","亚洲, 印度, 吉姆科比特国家公园"," Yashpal Rathore/Minden Pictures"
"KhumbuTents_ZH-CN4978109685","珠穆朗玛峰南基地营，尼泊尔","这里是珠穆朗玛峰的南基地营，众所周知，珠穆朗玛峰是地球上最高的山峰。对于我们大多数人来说，通常用照片来纪念标志性的目的地。1953年的今天，登山运动员埃德蒙·希拉里和丹增·诺尔盖首次登上珠穆朗玛峰并一举成名，这也成为历史性的纪念时刻。","2018-05-29","亚洲, 尼泊尔, 珠穆朗玛峰"," David Noyes/Danita Delimont"
"AerialPantanal_ZH-CN7580811600","潘塔纳尔湿地，巴西","潘塔纳尔湿地是世界上最大的湿地，地势平坦而略微有所倾斜，并拥有众多曲折的河流。这个湿地生态系统拥有超过3500种植物、超过650种雀鸟、超过400种鱼类，这里也是蓝紫金刚鹦鹉的家园。另外，潘塔纳尔湿地是天然的水质处理设备，具有强大的沉积和净化作用，可以分解有毒物质。","2018-05-30","南美洲, 巴西, 潘塔纳尔湿地"," Lucas Leuzinger/Shutterstock"
"MooseLakeGrass_ZH-CN12424437234","湖边的草地，美国明尼苏达州","如果你今天正好躺在草坪上休息，不妨打开一本名为《草叶集》的书，这本书是美国诗人沃尔特·惠特曼的作品，他的生日就在今天。当《草叶集》于1855年首次发布时，饱受争议，因为它在广泛的话题中表现了性。后来，他花了数年的时间修改诗歌，如今被认为是美国最重要的诗人之一。他曾经说过：“永远把你的脸朝向阳光，阴影就会落在你身后。”","2018-05-31","北美洲"," Jim Brandenburg/Minden Pictures"
"happychildday_ZH-CN9412524114","【六一儿童节】孩子们在泳池嬉戏，中国九江","又到了每年的六月一日，这一天是全世界儿童的狂欢节——六一国际儿童节，对于许多孩子来说，这一天被他们称作“最快乐的一天”。当然，快乐的不只是孩子们，很多看起来成熟稳重的大人在这一天也开始怀念天真无邪的童年和逝去的年少时光。那么来吧，跟着我们一起重新找回当年的那份纯真！","2018-06-01","北美洲"," Visual China Group/Getty"
"R2R2R_ZH-CN11140090151","大峡谷国家公园南凯巴布步道的赛跑者，美国亚利桑那州","今天是美国的国家步道日，我们来到了位于大峡谷国家公园的南凯巴布步道。美国的国家步道系统至今已经达到了50个。如今，越来越多的人喜欢徒步旅行这项运动，人们比以前更重视健康生活。而位于大峡谷国家公园的南凯巴布步道也受到越来越多游客的青睐，许多赛跑者也把步道当做比赛地点，让徒步成为一种乐趣。","2018-06-02","北美洲, 美国, 大峡谷国家公园"," Jason J. Hatfield/Tandem Stills + Motion"
"Liverpool_ZH-CN12418492140","从默西河上看利物浦，英格兰","通过默西河，我们来到了周日旅行目的地利物浦。听利物浦当地人说，默西河是这里唯一重要的河流，相当于利物浦的母亲河。在19世纪，随着工业化的发展，默西河帮助利物浦成为一个强大的港口城市。今日，你也可以通过一些著名的音乐家——披头士知道利物浦，这个被称为“欧洲的纽约”的城市是披头士音乐生涯的开始地。","2018-06-03","欧洲, 英国, 利物浦"," Alan Novelli/Alamy"
"PJ_ZH-CN10859560585","塔龙加动物园内的'PJ the Port Jackson Shark'光影雕塑，澳大利亚悉尼","澳大利亚的冬天快到了，然而整日生活在冬季节日氛围中的悉尼人也许并不觉得寒冷。悉尼灯光音乐节的美丽灯光秀鼓励人们探索这座城市，同时以一种新的视角来重新认识悉尼。壁纸展示的是塔龙加动物园里的‘PJ the Port Jackson Shark'光影雕塑，它可以让游客走进“鲨鱼”的嘴巴，游客在温暖的灯光下也觉得这个冬天没有那么寒冷了。","2018-06-04","大洋洲, 澳大利亚, 悉尼"," Wendell Teodoro/REX/Shutterstock"
"AuburnBalloons_ZH-CN8649124966","奥本上方的热气球，美国华盛顿州","讲真，最好的庆祝热气球日的方式就是乘坐热气球，但是，如果你今天不能乘坐热气球，那么应该知道热气球的发明至少可以追溯到3世纪的中国，当时的纸灯笼被用来传递军事信号。后来在18世纪的法国，造纸的孟格菲兄弟发明了无人驾驶热气球。经过多次试验和改良，两兄弟终于让热气球顺利的载人升空，这也是你今天所见到的热气球的模样。","2018-06-05","北美洲, 美国, 奥本"," Taliesin Black-Brown and Ben Cowan/Nimia"
"FlyinDrivein_ZH-CN11097970692","抵达沃尔镇Fly-in Drive-in剧场的观众，美国新泽西州","1933年的今天，世界上第一家汽车电影院开业，它位于新泽西州的彭索金镇。而今天我们的照片展示的是位于沃尔镇的Fly-in Drive-in剧场，顾名思义，这个剧场欢迎飞机和汽车。这样的剧场在当时是观看电影的热门场所，而且有一种增长的趋势。而如今汽车电影院又再度成为年轻人观影的新鲜方式。","2018-06-06","北美洲, 美国, 沃尔镇"," Martha Holmes/Time Life Pictures/Getty Images"
"WhalePod_ZH-CN9101375608","阿拉斯加州内线航道林恩运河中的座头鲸，美国","座头鲸在世界上几乎所有的海洋中都能找到，不过它们不会在极冷的北极水域游泳。内线航道是一段长长的太平洋海岸线，从华盛顿州的普吉特海湾，到不列颠哥伦比亚的海岸，再到阿拉斯加东南部。每年的这个时候，林恩运河和内线航道的附近挤满了赏鲸的船只。当座头鲸捕食或者跃出水面呼吸的时候，人们便可以完整欣赏这个大家伙的表演了！","2018-06-07","北美洲, 美国, 林恩运河"," John Hyde/plainpicture"
"WorldOceanDay_ZH-CN7537097723","毛伊岛上的绿海龟，美国夏威夷州","这片蔚蓝清澈的温暖水域位于毛伊岛附近，这里是绿海龟和很多其它海洋物种赖以生存的家园。然而在这片宁静水域下，很多海洋生物正遭受着塑料垃圾的折磨。今天是一年一度的世界海洋日，今年的主题是防止塑料污染。塑料垃圾对绿海龟有着严重的危害，它们会因为吞食塑料垃圾而严重受伤甚至死亡。而我们能做的其实很简单，就是减少，重复使用以及回收这些塑料垃圾。","2018-06-08","北美洲, 美国, 毛伊岛"," David Fleetham/Visuals Unlimited, Inc."
"YarnBombing_ZH-CN9558012661","Gurnard村的毛线轰炸街头艺术，英格兰怀特岛","在英格兰怀特岛的Gurnard村，你会在街头的树上发现用毛线织成的花边和装饰，就像生长在树上的真菌一样。这种编织形式也被称为毛线轰炸，它给现代街头艺术带来了一种更新的灵感。艺术家们用针织的材料来遮盖室外的装置比如灯柱，公园长椅，和井盖，造型奇特。人们认为这种做法起源于德克萨斯州的编织者，后来成为传遍世界各地新颖的街头艺术。","2018-06-09","欧洲, 英国, 怀特岛"," Kuki Waterstone/Alamy"
"PenaNationalPalace_ZH-CN12058841312","佩纳宫，葡萄牙辛特拉市","为了纪念葡萄牙诗人路易斯·德·卡蒙斯的逝世，人们把6月10日这一天定为葡萄牙的国庆日。卡蒙斯是葡萄牙的文学偶像，他最著名的作品是《卢济塔尼亚人之歌》。美丽的辛特拉市将在今天举办游行和狂欢活动以庆祝葡萄牙国庆日，入夜时分的佩纳宫也在阑珊灯火的衬托下显得更加美艳动人！","2018-06-10","欧洲, 葡萄牙, 辛特拉市"," Andre Vicente Goncalves/Alamy"
"GBRBday_ZH-CN12318325409","大堡礁，澳大利亚昆士兰州","大堡礁的总面积达132,974平方英里，大约为德克萨斯州的一半，但当你了解到珊瑚礁是由微小的海洋无脊椎动物创造的时候，你会觉得这数字更加神奇。珊瑚礁是成千上万的由碳酸钙组成的珊瑚虫的骨骼在数百年至数万年的生长过程中形成的。珊瑚礁为许多动植物提供了生活环境。","2018-06-11","大洋洲, 澳大利亚, 大堡礁"," Dick Sweeney/Gallery Stock"
"Kiasma_ZH-CN13083124808","奇亚斯玛当代艺术博物馆，芬兰赫尔辛基","尽管赫尔辛基经历过纷乱和疫症的爆发，但现在它是全球最宜居的城市之一。这座城市虽然古朴老旧，但是像奇亚斯玛当代艺术博物馆这样年轻有色彩感的建筑让这座城市看起来年轻许多！今年，芬兰在2018年世界幸福报告中排名第一，这份报告根据收入、健康、自由和社会支持等特征对各国进行排名，这让赫尔辛基人为之骄傲。","2018-06-12","欧洲, 芬兰, 赫尔辛基"," Nikolaus Gruenwald/Offset"
"DandelionXray_ZH-CN10220788253","蒲公英花的彩色X射线","你所看到的这张照片其实是一株蒲公英花的彩色X射线，蒲公英不仅有着美丽的花朵还有着朴实无华的个性。它富含营养(整株植物都可以食用)，并且是菜园里的好帮手，它能吸引传粉者，并将矿物质添加到土壤中。它是那么不起眼，但却依然不忘带着美好的愿望在空中自由的飞翔。","2018-06-13","欧洲"," Arie van 't Riet/Science Photo Library"
"HenningsvaerFootball_ZH-CN7899320816","亨宁斯韦尔体育场，挪威罗弗敦群岛","这世界上有一座球场不以面积和气势取胜，而是凭借自身的独特魅力让人心向往之。这就是建在小岛上的挪威亨宁斯韦尔体育场，它静静伫立在湛蓝海面中，北欧风光也成为体育场的背景。在今天世界杯的开幕式上，来这里踢上一场足球也算是人生的极致体验了吧！","2018-06-14","欧洲, 挪威, 亨宁斯韦尔"," Nick Fox/Alamy"
"TinyLadybird_ZH-CN14023054484","蘑菇上的七星瓢虫，荷兰阿纳姆","即使你生活在城市丛林的最深处，也有机会去到公园、后院，甚至是防火梯上的种植箱来感受大自然的美丽。当你看到美而震撼的事物时，想必你会第一时间用照片来记录吧！也许你会捕捉到一些意想不到的可爱瞬间，就像壁纸中这只刚要从蘑菇顶起飞的七星瓢虫一样，这些有趣而美好的瞬间成为我们生命中的闪光点！","2018-06-15","欧洲"," Misja Smits/Minden Pictures"
"SpainSurfer_ZH-CN12759707713","冲浪者追逐浪潮的鸟瞰图，西班牙加那利群岛特内里费岛","今天是国际冲浪日，我们来到了西班牙美丽的特内里费岛，这里有着变化多端刺激惊险的白色海浪，是冲浪爱好者的玩乐天堂。这张层叠汹涌的海浪鸟瞰图就拍摄于这里，那巨大的声响刺激着每个冲浪者的多巴胺，如果你仔细观察，可以看到左下角有勇敢无畏的逐浪者，他们以追逐海浪来获得更加新鲜刺激的冲浪体验！","2018-06-16","欧洲, 西班牙, 特内里费岛"," Sergio Villalba/Aurora Photos"
"OstrichDad_ZH-CN8968242630","【今日父亲节】野外旅行的鸵鸟爸爸与孩子们，南非西开普省","想知道为什么在父亲节这天我们选择这张鸵鸟壁纸吗？因为雄性鸵鸟比其它动物更会关心和抚养幼崽。鸵鸟爸爸会在宝宝出生之前用大大的翅膀来保护鸵鸟蛋，当它们孵化时，鸵鸟爸爸会教它的后代如何觅食，并且成为幼崽的主要保护者。父爱如山，如果你也生活在父亲的爱中，那么别犹豫，现在就给爸爸打个电话吧！","2018-06-17","非洲, 南非, 西开普省"," Richard Du Toit/Minden Pictures"
"DUAN_ZH-CN9451316695","【今日端午节】参加襄阳龙舟大赛的12只龙舟，中国湖北省襄阳市","又到了一年一度赛龙舟的季节，龙舟不仅仅是端午节的主角，还是我们内心对端午节的一种情怀。城市东方擂鼓起，百舸争流过大江，赛龙舟无疑是端午节最振奋人心的节日传统。你看那湛蓝闪亮的江水中正在进行着激烈的龙舟赛，作为南北文化交汇之地——襄阳，千里汉江穿城而过，龙舟节的历史也源远流长。","2018-06-18","非洲"," VCG/Getty Images"
"CypressPygmyOwl_ZH-CN12382299143","栖息在树枝上的山鸺鹠，加拿大不列颠哥伦比亚省赛普拉斯山","位于加拿大不列颠哥伦比亚省的赛普拉斯山有着茂密的森林和绝美的自然景观，这里丰富的自然资源也让更多生物愿意惬意的生活在这里。山鸺鹠就是惬意生活在此的一员，它们经常栖息在枝头上，虽然这种小猫头鹰的叫声凄惨，但它们毛茸茸的外表真的令人无法抗拒！","2018-06-19","非洲"," Connor Stefanison/Minden Pictures"
"WorldRefugeeDay_ZH-CN5421237644","2000年到2016年间全球难民的流动情况","从上世纪八十年代起，寻求庇护，逃离恐怖主义和战争，或被列为无国籍者的人数一直在稳步增加。壁纸上所展示的地图，代表了2000年到2016年间全球难民的流动情况。每个橙色或红色的圆点代表17个难民，可见难民迁徙的数量之巨大！难民也是世界公民，他们也应该有享受生活的权利！","2018-06-20","非洲"," Map visualization: Records from UNHCR/EarthTime visualization by Carnegie Mellon CREATE Lab"
"lotus_ZH-CN12081917194","【今日夏至】夏至到，荷花开 (© Adam Jones/DanitaDelimont.com","强烈的日光和放肆的雷声无不向我们宣告着夏天的来临，而莲花就盛开在这炎热的季节。你看那粉里透着白的莲花，纹路清晰，大而碧绿的荷叶为莲花遮挡着太阳，它们舒适的躺在荷塘里，成为这个夏至最美的风景。喜欢夏天的你，要不要来赏一场荷花盛宴？","2018-06-21","非洲","All rights reserved)"
"DogWork_ZH-CN10032511594","带着你的狗狗一起去上班","如果你是个不折不扣的铲屎官，那么在今天你可以肆无忌惮的带着你家狗子上班而不被老板嫌弃，因为今天是美国众所周知的奇葩节日——带狗上班日！今天，这个节日已经进入第20个年头，狗狗不仅可以减少工作场所的压力，还能更加增进铲屎官和狗狗的感情，那么还等什么，带上你家狗狗一起工作吧！","2018-06-22","非洲"," Getty Images"
"Europa_ZH-CN11806353149","航行在佩诺拉海峡的欧罗巴帆船，南极洲南极半岛","当你看到这张航行在佩诺拉海峡的欧罗巴帆船的照片时，有没有觉得寒气逼人？这艘三桅帆船看起来很像极地探险家欧内斯特·沙克尔顿在1915年远征南极时所失踪的那艘“坚忍号”航船。但是欧罗巴帆船是一艘改装过的现代化轻舟，现在它载着付费乘客在世界各地航行，这艘船每年都要前往南极洲，圆了很多人的终极旅行梦。","2018-06-23","南极洲, 南极洲, 佩诺拉海峡"," Colin Monteath/Minden Pictures"
"ReichenauSommer_ZH-CN10985992170","赖兴瑙岛上的圣玛丽圣马古斯教堂，德国巴登-符腾堡州","你所看到的美丽的田园风光位于德国巴登-符腾堡州的赖兴瑙岛，它是博登湖上最大的岛屿。在壁纸中，你可以看到圣玛丽圣马古斯教堂，它曾经是赖兴瑙修道院的教堂。从2000年起，赖兴瑙修道院被联合国教科文组织列为世界遗产。由于赖兴瑙岛有1/3面积用于农业，因此人们常常把赖兴瑙岛称为“蔬菜岛”！","2018-06-24","欧洲, 德国, 赖兴瑙岛"," Westend61/Getty Images"
"MODIS_ZH-CN14242381223","太平洋上空纵横交错的船舶轨迹","6月25日是世界海员日，这是一次全球性的活动。也许你不知道，船舶运输占了全球80%以上的贸易。为了纪念这次活动，我们展示了这张太平洋上空船舶航迹的卫星图像，这些密密麻麻纵横交错的船舶轨迹就是太平洋上往来船只的痕迹。而这些白色的云状航行痕迹其实是船只废气遇到潮湿海洋空气形成的云层，很有意思吧！","2018-06-25","亚洲"," NASA"
"MorondavaBaobab_ZH-CN11131924506","猴面包树大道上的猴面包树在积水中的倒影，马达加斯加梅纳贝区","当你看到这样的星空时，谁还需要烟火呢？6月26日是马达加斯加的独立日，这标志着1960年的今天这个位于非洲海岸的岛国脱离了法国统治。为了纪念这一时刻，我们展示了这张猴面包树倒影的壁纸，猴面包树是马达加斯加的国树，以其巨大的树干而闻名。马达加斯加还有几种特有的猴面包树，造型奇特，想不想来一睹马达加斯加的风采？","2018-06-26","非洲, 马达加斯加, 穆龙达瓦"," Gabrielle Therin-Weise/Getty Images"
"ConcreteDinosaurs_ZH-CN9038296644","66号历史公路上的混凝土恐龙及其附近40号州际公路上的卡车","在亚利桑那州的霍尔布鲁克，66号历史公路没有因为退役而失去魅力，在那里，你仍然可以看到巨大的混凝土恐龙、俗气的卡车停靠站，以及在公路全盛时期建造的圆锥形酒店。66号历史公路建于20世纪20年代，1985年，这条公路被退役，取而代之的是新的州际公路系统。但对于喜欢冒险的旅行者来说，这个老公路仍然值得探索。","2018-06-27","北美洲, 美国, 霍尔布鲁克"," Gary Warnimont/Alamy"
"CompositeBeach_ZH-CN9646269492","位于利尼亚诺萨比亚多罗的海滩的合成照片，意大利","你没看错，这是一张海滩的合成照片，不是一幅油画。利尼亚诺萨比亚多罗小镇是意大利北部亚得里亚海海岸一处非常受欢迎的避暑胜地，迷人的自然风光闻名遐迩，黄金海滩视野辽阔。视觉错觉会让你觉得这是画出来的，然而这是一幅合成图像，由多重曝光合成。想要度过完满的夏日吗，那么一起来海滩吧！","2018-06-28","欧洲, 意大利, 利尼亚诺萨比亚多罗"," Rudi Sebastian/plainpicture"
"AuroraPhotographer_ZH-CN11480495787","在乌塔克雷夫海滩拍摄的北极光，挪威","你是否曾经被北极光的神秘幻妙美丽的姿态所吸引，想必去看一场北极光是许多人的终极旅行梦，变幻多姿的形态和五彩渐变的色彩让人心生向往。不要着急，Bing先带你一睹为快，这张蓝绿渐变的北极光照片拍摄于挪威乌塔克雷夫海滩，即使拍摄过程漫长而艰辛，但当你见到绝美北极光的那一刻，所有的疲惫等待都会变得值得！","2018-06-29","欧洲, 挪威, 罗弗敦群岛"," David Clapp/Getty Images"
"MeteorCrater_ZH-CN10237243221","巴林杰陨石坑，美国亚利桑那州","对于天文爱好者而言，今天是一个特殊的日子，因为今天是小行星日和流星观察日。为了庆祝这一天，我们来到了这个直径达3900英尺，深度达560英尺的陨石坑边缘，科学家称它为巴林杰陨石坑。大约5万年前，一颗小行星在亚利桑那州弗拉格斯塔夫以东的地点坠落，造就了如今深渊般的巨大陨石坑。","2018-06-30","北美洲, 美国, 科科尼诺县"," Michele Falzone/Alamy"
"HONKONG_ZH-CN11971924406","【今日香港回归纪念日/建党节】庆祝香港回归21周年，中国","也许很多老一辈人还记得1997年的今天是个多么激动人心的日子，是的，21年前的今天就是香港回归的日子。在这一天，香港终于结束了被英国殖民统治的黑暗时光，回归了久违的祖国怀抱，很多华人华侨都在那天留下了感动的热泪。7月1日也是中国共产党的诞生纪念日，对于中国来说，今天是个有着双重意义的重大节日。","2018-07-01","北美洲"," Billy H.C. Kwok/Stringer/Getty Images"
"EtaAquarids_ZH-CN10323549621","魔鬼塔国家纪念区上空的宝瓶座流星雨，美国怀俄明州","你所看见的这片璀璨的星空拍摄于美国怀俄明州东北部著名的魔鬼塔，这个867英尺高的小山是电影《第三类接触》中外太空不明飞行物体降临地球的地点。在壁纸中，天空正在下着宝瓶座流星雨，无数颗流星如同钻石一般镶嵌在魔鬼塔的夜空中，明亮而闪耀，让人心生无限遐想……","2018-07-02","北美洲, 美国, 魔鬼塔国家纪念区"," Jason Hatfield/Tandem Stills + Motion"
"TurtleIndianOcean_ZH-CN9256087399","黄昏时浮出水面的绿海龟，印度洋马约特","夕阳西下，晚霞染红了半边天，黄昏时的印度洋马约特岛上，各种喜欢在暗夜行动的小动物开始活跃起来，这只绿海龟也来凑起热闹，它把脑袋悄悄探出水面，仿佛被黄昏的美景所吸引着，这一刻定格的画面独具大自然的美感。如果你也被马约特岛的景色所吸引，那么跟随Bing一起走近这座迷人岛屿吧！","2018-07-03","亚洲"," Gabriel Barathieu/Biosphoto/Minden Pictures"
"ButtermereLake_ZH-CN8185859566","湖区的巴特米尔湖，英国西北英格兰","当你看到眼前的巴特米尔湖时，有没有想起英国著名画家透纳曾经画过一幅名为《巴特米尔湖及坎伯至克罗梅克河一角》的名画，该画描绘了巴特米尔湖经历暴风雨时的场景。巴特米尔湖位于英国西北英格兰湖区，被群山环绕的它显得神秘而安静，湖边的几排绿树倒映在清澈湖面，如同最清澈的镜子。","2018-07-04","欧洲, 英国, 湖区"," Robert Harding/Markus Lange/plainpicture"
"Pygmy3Toed_ZH-CN10141370191","正在埃斯库多-德贝拉瓜斯岛附近游泳的侏三趾树懒，巴拿马","在巴拿马的埃斯库多-德贝拉瓜斯岛，侏三趾树懒正在其附近水域游泳，虽然它们行动迟缓但是却超级热爱游泳，它们在水中的生存能力比其它的陆地哺乳动物都强。在树上它们也有很好的隐蔽能力，特别是雨季的时候，绿色的藻类寄生在它们的毛发上，在树上谁也看不出来！","2018-07-05","南美洲, 巴拿马, 埃斯库多-德贝拉瓜斯岛"," Suzi Eszterhas/Minden Pictures"
"KissingPandas_ZH-CN8379279685","【今日国际接吻节】两只大熊猫宝宝，中国","今天是国际接吻节，在这个听起来就很虐狗的节日里，我们开心的吃着满世界的狗粮。人们用亲吻来表达那些炽热而浓烈的爱意，就连熊猫宝宝也不例外，你瞧，这两只顽皮的熊猫宝宝在树杈上亲吻，彼此的眼睛里都是浓浓的爱！如果此刻你有爱的人，那么快去给他一个意味深长的吻吧！","2018-07-06","南美洲"," Mitsuaki Iwago/Minden Pictures"
"Peloton_ZH-CN7472605035","2016年环法自行车赛中骑在绿树成荫的道路上的选手","今天，当22支队伍开始第105届环法自行车赛时，所有人的目光都聚焦在了法国。这项享有盛誉的自行车赛将带参赛者穿过2000多英里的乡村。如果你是第一次参加这样的比赛，那么你需要了解以下内容：比赛包括21个阶段，历时22天。参赛者将爬越阿尔卑斯山脉和比利牛斯山脉，并在数英里的鹅卵石、土路、乡间小路和高速公路上骑行，最终到达终点巴黎香榭丽舍大街。","2018-07-07","南美洲"," Michael Steele/Getty Images Sport"
"Flamenco_ZH-CN12275634178","弗拉门戈舞蹈表演，西班牙安达卢西亚","弗拉门戈是西班牙文化在格拉纳达国际音乐和舞蹈节上展示的亮点之一。这个一年一度的节日在阿尔罕布拉宫举行，这是一座戒备森严的宫殿，也是一个历史悠久的著名旅游胜地。在安达卢西亚地区，弗拉门戈不仅仅是一种舞蹈，还是一个可以追溯到几个世纪以前的文化表达。如今，弗拉门戈已经是西班牙文化的代表。","2018-07-08","欧洲, 西班牙, 格拉纳达"," Michelle Chaplow/Alamy"
"Gauchos_ZH-CN9437338004","在圣安东尼奥·德阿雷科小镇举办的高乔民俗节，阿根廷布宜诺斯艾利斯省","高乔人是阿根廷的国家象征，1816年的今天，阿根廷脱离了西班牙的统治，为了庆祝这一独立日，这些高乔人正在圣安东尼奥·德阿雷科小镇展示他们的技艺。这里每年都会举办高乔民俗节，吸引着来自各地的人们。18世纪以来，高乔人被认为是技艺高超、勇敢的骑士，他们的事迹在南美文学和流行文化中广为流传。","2018-07-09","南美洲, 阿根廷, 圣安东尼奥德阿雷科"," Eliseo Miciu"
"FremontPeak_ZH-CN8041302763","坐落于布里杰-蒂顿国家森林里的弗里蒙特峰的景色，美国怀俄明州","1890年的今天，怀俄明州成为美国第44个州，这对荒野狂热者来说是个好消息。怀俄明州拥有典型的户外乐园，比如大蒂顿、魔鬼塔、布拉克山和黄石。这张壁纸展示的是布里杰-蒂顿国家森林里的弗里蒙特峰，国家森林以著名的拓荒者吉姆·布里杰命名。布里杰是一个猎人、探险家和荒野向导，他因发现了怀俄明州的布里杰山口以及大盐湖而备受称赞。","2018-07-10","北美洲, 美国, 布里杰-蒂顿国家森林"," Don Paulson/Danita Delimont"
"zhenghe_ZH-CN9628081460","【今日中国航海节】纪念郑和下西洋","2005年7月11日，是中国伟大航海家郑和下西洋600周年纪念日。2005年4月25日，经国务院批准，将每年的7月11日确立为“中国航海节”，作为国家的重要节日固定下来。壁纸所展示的是当时郑和下西洋时用的船只的结构设计图，这艘船帮助郑和抵御了巨大的风暴，也见证了六百多年前的世界！","2018-07-11","北美洲"," SMETEK/SCIENCE PHOTO LIBRARY"
"GordesLavender_ZH-CN8649239515","塞南克修道院前壮观的薰衣草花海，法国普罗旺斯-阿尔卑斯-蓝色海岸大区沃克吕兹省戈尔德","在普罗旺斯的薰衣草季节，游客们成群结队地前往塞南克修道院等地，欣赏大片紫色的田野，那里散发着沁人心脾的芳香。塞南克的修道士们种植熏衣草其实是为了谋生，后来人们把它做成薰衣草精油，它能给化妆品、清洁产品甚至食物带来一种舒缓的香味。而现在薰衣草冰淇淋、柠檬水和蛋糕也正在全球各地的菜单上纷纷出现，可谓用处多多！","2018-07-12","欧洲, 法国, 戈尔德"," Carlos Sanchez Pereyra/plainpicture"
"PuffinWales_ZH-CN12110916089","正在检查地洞的北极海鹦，威尔士斯科莫岛","北极海鹦一生的大部分时间都在海上度过，它们要么在迁徙时飞越海浪，要么寻找捕鱼点，要么潜入水中吞食鱼类。但是在春天和夏天，它们会上岸筑巢，与它们的伴侣碰面，如果运气好的话，还会养育一两只雏鸟。北极海鹦们可以自己挖洞，它们非常喜欢在海边的悬崖顶上筑巢。","2018-07-13","欧洲, 英国, 斯科莫岛"," Danny Green/Minden Pictures"
"BlueShark_ZH-CN12265881842","爱尔兰科克附近的大青鲨","今天是一年一度的鲨鱼关注日，我们展示的明星是在爱尔兰科克附近的寒冷水域欢快游泳的大青鲨。那么为什么我们要庆祝恐怖电影里的顶级掠食者呢？因为如果没有鲨鱼来控制其它海洋生物的数量，世界海洋将是一个非常不同的地方。大自然让我们保持一种微妙的平衡，所以我们不要随便移除该系统的重要成员，即使这个生物对于我们来说很可怕。","2018-07-14","欧洲, 爱尔兰, 科克"," Cultura/REX/Shutterstock"
"BeachSoccerBoys_ZH-CN12914801215","一群男孩儿在日落时分的沙滩上踢足球， 巴西福塔雷萨","历时一个月的足球狂欢终于要在今天完美落幕，你是否也在每个寂静的深夜跟一堆球友在酒吧看球发出阵阵欢呼？虽然世界杯将在今天结束，但人们对足球的热爱却从未减少，你看那些在海边踢足球的孩子们，他们无忧无虑的身影是否也让你想起儿时的自己？希望此时的你也能不忘初心，勇敢前行！","2018-07-15","南美洲, 巴西, 福塔雷萨"," National Geographic/Offset/Shutterstock"
